move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
784,Steam Eruption,蒸汽爆炸,Water,2,110,95,5,"Steam Eruption deals damage and has a 30% chance of burning the target. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned."
785,Steamroller,疯狂滚压,Bug,1,65,100,20,"Steamroller deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. If the target has used Minimize , Steamroller ignores accuracy and deals double damage."
786,Steel Beam,铁蹄光线,Steel,2,140,95,5,Steel Beam deals damage but the user loses 50% of its HP.
787,Steel Roller,铁滚轮,Steel,1,130,100,5,The user attacks while destroying the terrain. This move fails when the ground hasn’t turned into a terrain. Steel Roller is a tutor move available in The Isle of Armor DLC.
788,Steel Wing,钢翼,Steel,1,70,90,25,Steel Wing deals damage and has a 10% chance of raising the user's Defense by one stage. Stats can be raised to a maximum of +6 stages each.
789,Sticky Web,黏黏网,Bug,3,—,—,20,"Sticky Web sets up a sticky net around the opposing team, which lowers the Speed of Pokémon switching into battle by one stage. Raised Pokémon switching in are not affected. Raised Pokémon are any Flying types or those under the effects of Levitate , Magnet Rise or Telekinesis . Full details in glossary ."
790,Stockpile,蓄力,Normal,3,—,—,20,"Stockpile raises the user's Defense and Special Defense by one stage each and charges up power for use with companion moves Spit Up or Swallow . Stockpile can be used up to three times before its companion moves, which will attack or recover HP respectively. The power of Spit Up and HP gained from Swallow varies depending on how many times Stockpile was used. After one of those moves is used, the user loses the Defense and Special Defense boosts."
791,Stoked Sparksurfer,驾雷驭电戏冲浪,Electric,2,175,—,1,Stoked Sparksurfer is an Electric type Z-Move exclusive to Alolan Raichu . It is used with Thunderbolt . Stoked Sparksurfer deals damage and paralyzes the target.
792,Stomp,踩踏,Normal,1,65,100,20,"Stomp deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. If the target has used Minimize , Stomp ignores accuracy and deals double damage."
793,Stomping Tantrum,跺脚,Ground,1,75,100,10,"Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles. Z-Move effects When a Pokémon is holding Groundium Z and uses its Z-Power, Stomping Tantrum turns into Tectonic Rage and has base power 140 ."
794,Stone Axe,岩斧,Rock,1,65,90,15,"Stone Axe deals damage and scatters sharp rocks around the opposing field, like Stealth Rock , which damage opponents switching into battle."
795,Stone Edge,尖石攻击,Rock,1,100,80,5,Stone Edge deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ).
796,Stored Power,辅助力量,Psychic,2,20,100,10,"Stored Power deals varying damage based on the user's stat increases. It starts at base power 20 and increases by 20 for each net stat boost the user has received, including Evasion and Accuracy. In other words the power is: For example, if the Pokémon used Dragon Dance and Double Team once each, that is a total of 3 stat increases (+1 Attack, +1 Speed, +1 Evasion) and Stored Power's base power will be 20 × 3 + 20 = 80 . The maximum it could reach (although impractical) if all stats are fully boosted is 20 × 6 × 7 + 20 = a massive 860 base power. (This does not include other boosts - here the Pokémon would have a +6 Special Attack boost meaning a 4× multiplier, plus STAB for most of the Pokémon that can learn Stored Power .)"
797,Storm Throw,山岚摔,Fighting,1,60,100,10,"Storm Throw deals damage and always results in a critical hit, increasing its power to 90 . However, Pokémon with the abilities Battle Armor or Shell Armor , or those under the effect of Lucky Chant are immune to critical hits so Storm Throw will hit them with base power 60."
798,Strange Steam,神奇蒸汽,Fairy,2,90,95,10,May confuse opponent.							(20% chance)
799,Strength,怪力,Normal,1,80,100,15,Strength deals damage with no additional effect in battle.
800,Strength Sap,吸取力量,Grass,3,—,100,10,"The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.							(100% chance) Z-Move effects When a Pokémon is holding Grassium Z and uses its Z-Power, Strength Sap turns into Z-Strength Sap and raises Defense one stage, in addition to its usual effect as above."
801,String Shot,吐丝,Bug,3,—,95,40,String Shot lowers the target's Speed by two stages. Stats can be lowered to a minimum of -6 stages each.
802,Struggle,挣扎,Normal,1,50,—,—,"Only usable when all PP are gone. Hurts the user. Changes In Generations 1-3 , Struggle has 100% accuracy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Struggle turns into Breakneck Blitz and has base power 1 ."
803,Struggle Bug,虫之抵抗,Bug,2,50,100,20,Struggle Bug deals damage and lowers the target's Special Attack by one stage. Stats can be lowered to a minimum of -6 stages each.
804,Stuff Cheeks,大快朵颐,Normal,3,—,—,10,"The user eats its held Berry, then sharply raises its Defense stat.							(100% chance)"
805,Stun Spore,麻痹粉,Grass,3,—,75,30,"Stun Spore paralyzes the target, if it hits. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% in Generations 1-6 ). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
806,Submission,深渊翻滚,Fighting,1,80,80,20,"Submission deals damage, but the user receives 1 ⁄ 4 of the damage it inflicts in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP."
807,Substitute,替身,Normal,3,—,—,10,"Uses HP to creates a decoy that takes hits. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Substitute turns into Z-Substitute and eliminates any stat drops applied to the user, in addition to its usual effect as above."
808,Subzero Slammer,激狂大地万里冰,Ice,—,—,—,1,"Subzero Slammer is the Ice type Z-Move, introduced in Pokémon Sun/Moon."
809,Sucker Punch,突袭,Dark,1,70,100,5,"Sucker Punch deals damage and has a priority of +1. However, the move only works if the target uses a direct attack in the same turn. If the target is not preparing an attack, Sucker Punch will fail. Moves with a higher priority always go first, regardless of a Pokémon's speed. If two moves with the same priority are used, the faster Pokémon goes first as usual."
810,Sunny Day,大晴天,Fire,3,—,—,5,"Sunny Day causes bright sunlight that lasts for 5 turns, and induces these additional effects: The power of Fire -type moves increases by 50%. The power of Water -type moves decreases by 50%. The accuracy of Thunder and Hurricane lowers to 50%. Solar Beam and Solar Blade do not require the charging turn and attack straight away. From Generation 5 onward, Growth raises Attack and Special Attack two stages each. The moves Synthesis , Morning Sun and Moonlight recover 2 ⁄ 3 of the user's max HP (instead of the usual 1 ⁄ 2 HP). The move Weather Ball changes to Fire type and doubles in power. Pokémon with the ability Chlorophyll double their speed. Pokémon with the ability Dry Skin lose 1 ⁄ 8 of their max HP each turn. Pokémon with the ability Leaf Guard cannot be afflicted by major status conditions. The Special Attack of Pokémon with the ability Solar Power increases by 50%. Cherrim changes into Sunshine Form and its ability Flower Gift increases Attack and Special Defense. Castform changes to Sunny Form. Pokémon cannot be frozen."
811,Sunsteel Strike,流星闪冲,Steel,1,100,100,5,"Ignores the target's ability. Z-Move effects When a Pokémon is holding Steelium Z and uses its Z-Power, Sunsteel Strike turns into Corkscrew Crash and has base power 180 . When Solgaleo or Dusk Mane Necrozma is holding Solganium Z and uses its Z-Power, Sunsteel Strike turns into Searing Sunraze Smash and has base power 200 ."
812,Super Fang,愤怒门牙,Normal,1,—,90,10,"Always takes off half of the opponent's HP. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Super Fang turns into Breakneck Blitz and has base power 100 ."
813,Supercell Slam,,Electric,1,100,95,15,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead."
814,Superpower,蛮力,Fighting,1,120,100,5,Superpower deals damage but lowers the user's Attack and Defense by one stage each after attacking. Stats can be lowered to a minimum of -6 stages each.
815,Supersonic,超音波,Normal,3,—,55,20,"Supersonic causes the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused. Soundproof also prevents this move."
816,Supersonic Skystrike,极速俯冲轰烈撞,Flying,—,—,—,1,"Supersonic Skystrike is the Flying type Z-Move, introduced in Pokémon Sun/Moon."
817,Surf,冲浪,Water,2,90,100,15,"Surf deals damage. In double battles it will hit all Pokémon on the field; in triple battles it will hit all adjacent Pokémon. If the opponent is hidden underwater from using Dive , Surf will hit with double power."
818,Surging Strikes,水流连打,Water,1,25,100,5,Always results in a critical hit and ignores stat changes.
819,Swagger,虚张声势,Normal,3,—,85,15,"Swagger confuses the target and raises its Attack by two stages. If one of the two effects cannot be invoked (for example the target is already confused or its Attack is already raised to the maximum of +6 stages), Swagger still works and will invoke the other effect. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack."
820,Swallow,吞下,Normal,3,—,—,10,"Swallow recovers a varying amount of HP depending on how many times the user has used Stockpile . It recovers 25%, 50% or 100% of the user's maximum HP if the user stockpiled one, two or three times respectively. Swallow also removes the Defense and Special Defense boosts given through Stockpile ."
821,Sweet Kiss,天使之吻,Fairy,3,—,75,10,"Sweet Kiss causes the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused."
822,Sweet Scent,甜甜香气,Normal,3,—,100,20,Sweet Scent lowers the target's Evasion by one stage. Stats can be lowered to a minimum of -6 stages each.
823,Swift,高速星星,Normal,2,60,∞,20,"Swift deals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage of Bounce , Dig , Dive , Fly , Phantom Force , Shadow Force or Sky Drop ."
824,Switcheroo,掉包,Dark,3,—,100,10,"Switcheroo switches held items with the target. It does not require both Pokémon to be holding an item, in which case the item is simply given to the target or received from it. Switching items with wild Pokémon is permanent (received items are kept, given items are lost). All held items in Trainer battles and wi-fi/linked battles (including Battle Tower/Subway/Maison) are returned to their respective owners at the end of a battle. Pokemon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina ; Type Plates cannot be removed from Arceus ; Drives cannot be removed from Genesect ; and Mega Stones cannot be removed from their respective Pokémon."
825,Swords Dance,剑舞,Normal,3,—,—,20,Swords Dance raises the user's Attack by two stages. Stats can be raised to a maximum of +6 stages each.
826,Synchronoise,同步干扰,Psychic,2,120,100,10,"Synchronoise hits all adjacent Pokémon that share a type with the user. Dual type Pokémon match either of their types, so for example a Normal/Flying Pokémon using Synchronoise will hit a Flying/Dragon type."
827,Synthesis,光合作用,Grass,3,—,—,5,"User recovers HP. Amount varies with the weather. Z-Move effects When a Pokémon is holding Grassium Z and uses its Z-Power, Synthesis turns into Z-Synthesis and eliminates any stat drops applied to the user, in addition to its usual effect as above."
828,Syrup Bomb,,Grass,2,60,85,10,Lowers opponent's Speed each turn for 3 turns.
829,Tachyon Cutter,,Steel,2,50,∞,10,Guaranteed to hit twice in a row.
830,Tackle,撞击,Normal,1,40,100,35,Tackle is one of the most common and basic moves a Pokémon learns. It deals damage with no additional effects.
831,Tail Glow,萤火,Bug,3,—,—,20,"Tail Glow raises the user's Special Attack by three stages. Stats can be raised to a maximum of +6 stages each. Assuming no other stat changes, the first use of Tail Glow would raise Special Attack to 2.5× normal value, and the second to 4× (the maximum level)."
832,Tail Slap,扫尾拍打,Normal,1,25,85,10,"Hits Prob. Power 2 3 ⁄ 8 50 3 3 ⁄ 8 75 4 1 ⁄ 8 100 5 1 ⁄ 8 125 Tail Slap hits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit. Each strike of Tail Slap is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage. The Skill Link ability will cause Tail Slap to always hit the maximum number of times."
833,Tail Whip,摇尾巴,Normal,3,—,100,30,Tail Whip lowers the target's Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
834,Tailwind,顺风,Flying,3,—,—,15,Tailwind doubles the speed of all Pokémon in the user's party for 4 turns.
835,Take Down,猛撞,Normal,1,90,85,20,"Take Down deals damage, but the user receives 1 ⁄ 4 of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP."
836,Take Heart,勇气填充,Psychic,3,—,—,10,"Take Heart heals the user's status conditions, and raises the user's Special Attack and Special Defense by one stage each. Stats can be raised to a maximum of +6 stages each."
837,Tar Shot,沥青射击,Rock,3,—,100,15,Lowers the opponent's Speed and makes them weaker to Fire-type moves.							(100% chance)
838,Taunt,挑衅,Dark,3,—,100,20,Taunt prevents the target from using Status-category moves for three turns.
839,Tearful Look,泪眼汪汪,Normal,3,—,—,20,"The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.							(100% chance) Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Tearful Look turns into Z-Tearful Look and raises Defense one stage, in addition to its usual effect as above."
840,Teatime,茶会,Normal,3,—,—,10,Forces all Pokémon on the field to eat their berries.
841,Techno Blast,高科技光炮,Normal,2,120,100,5,Techno Blast deals damage. Its type changes depending on the held Drive: Normal type if no Drive is held. Fire type if Burn Drive is held. Ice type if Chill Drive is held. Water type if Douse Drive is held. Electric type if Shock Drive is held. Techno Blast is the signature move of Genesect.
842,Tectonic Rage,地隆啸天大终结,Ground,—,—,—,1,"Tectonic Rage is the Ground type Z-Move, introduced in Pokémon Sun/Moon."
843,Teeter Dance,摇晃舞,Normal,3,—,100,20,"Teeter Dance causes all adjacent Pokémon to become confused. In single battles this is simply the opponent; in double/triple battles it includes all adjacent opponents and teammate(s). Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused."
844,Telekinesis,意念移物,Psychic,3,—,—,15,"Telekinesis raises the target into the air for three turns, guaranteeing that all attacks against the target (except OHKO moves) will hit, regardless of Accuracy or Evasion. The target gains the usual benefits of being raised , e.g. immunity to Ground -type moves. More details, including when Telekinesis can't be used, are in the glossary . The effect is cancelled if the raised Pokémon is hit by Smack Down ."
845,Teleport,瞬间移动,Psychic,3,—,—,20,"In Pokémon Let's Go Pikachu/Eevee and Pokémon Sword/Shield, Teleport switches the user out."
846,Temper Flare,,Fire,1,75,100,10,"Spurred by desperation, the user attacks the target. This move’s power is doubled if the user’s previous move failed."
847,Tera Blast,太晶爆发,Normal,2,80,100,10,"Tera Blast deals damage, and its type changes to the user's Tera Type, when the Pokémon is Terastallized. Tera Blast uses the Pokémon's Attack or Special Attack stat, whichever is higher."
848,Tera Starstorm,,Normal,2,120,100,5,"With the power of its crystals, the user bombards and eliminates the target. When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon."
849,Terrain Pulse,大地波动,Normal,2,50,100,10,The user utilizes the power of the terrain to attack. This move’s type and power changes depending on the terrain when it’s used. Terrain Pulse is a tutor move available in The Isle of Armor DLC.
850,Thief,小偷,Dark,1,60,100,25,"Thief deals damage and steals the target's held item, if the user is not holding an item. Items stolen from wild Pokémon are kept after the battle ends, but items stolen from a Trainer's Pokémon are not. Items stolen from the player's Pokémon either by wild Pokémon or Trainer Pokémon are returned at the end of the battle. All held items in wi-fi/linked battles (including Battle Tower/Subway/Maison) are returned to their respective owners at the end of a battle. If the item would activate on attack (e.g. Focus Band ), it does so before being stolen. If the item is consumable on attack (e.g. Focus Sash ) then the item is consumed as normal and cannot be stolen. Pokemon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina ; Type Plates cannot be removed from Arceus ; Drives cannot be removed from Genesect ; and Mega Stones cannot be removed from their respective Pokémon."
851,Thousand Arrows,千箭齐发,Ground,1,90,100,10,"Thousand Arrows deals damage and knocks the target(s) to the ground. Any raised Pokémon now become susceptible to Ground moves and Arena Trap . Raised Pokémon are any Flying types or those under the effects of Levitate , Magnet Rise or Telekinesis . Full details in glossary . Thousand Arrows can hit Pokémon using Fly or Bounce and will bring them back down to the ground, thus cancelling the moves. It can also hit Pokémon using Sky Drop but does not knock them to the ground. It does not knock down Substitutes but deals damage to the Substitute as normal."
852,Thousand Waves,千波激荡,Ground,1,90,100,10,"Thousand Waves deals damage and prevents the target(s) from fleeing or switching out, as long as the user remains in battle."
853,Thrash,大闹一番,Normal,1,120,100,10,"The user of Thrash attacks for 2-3 turns, during which it cannot switch out, and then becomes confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. If Thrash is disrupted (e.g. if the move misses or the user cannot attack due to paralysis) then it will stop and not cause confusion. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused."
854,Throat Chop,深渊突刺,Dark,1,80,100,15,Throat Chop deals damage and prevents the target from using sound-based moves such as Hyper Voice for two turns.
855,Thunder,打雷,Electric,2,110,70,10,"Thunder deals damage and has a 30% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. If used during rain , Thunder ignores accuracy. Conversely, if used during intense sunlight , its accuracy drops to 50%. Thunder can hit Pokémon during the first stage of Bounce , Fly or Sky Drop ."
856,Thunder Cage,雷电囚笼,Electric,2,80,90,15,"Deals damage and traps opponent, damaging them for 4-5 turns."
857,Thunder Fang,雷电牙,Electric,1,65,95,15,"Thunder Fang deals damage, has a 10% chance of paralyzing the target, and has a 10% chance of causing the target to flinch (if the target has not yet moved). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch."
858,Thunder Punch,雷电拳,Electric,1,75,100,15,"Thunder Punch deals damage and has a 10% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
859,Thunder Shock,电击,Electric,2,40,100,30,"Thunder Shock deals damage and has a 10% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
860,Thunder Wave,电磁波,Electric,3,—,90,20,"Thunder Wave paralyzes the opponent. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% in Generations 1-6 ). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
861,Thunderbolt,十万伏特,Electric,2,90,100,15,"Thunderbolt deals damage and has a 10% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
862,Thunderclap,,Electric,2,70,100,5,Strikes before a target's move.
863,Thunderous Kick,雷鸣蹴击,Fighting,1,90,100,10,Lowers opponent's Defense.							(100% chance)
864,Tickle,挠痒,Normal,3,—,100,20,Tickle lowers the target's Attack and Defense by one stage each. Stats can be lowered to a minimum of -6 stages each.
865,Tidy Up,大扫除,Normal,3,—,—,10,"Removes the effects of entry hazards and Substitute, and boosts user’s Attack and Speed."
866,Topsy-Turvy,颠倒,Dark,3,—,—,20,"Topsy-Turvy reverses the stat changes of the target Pokémon. For example, if the target has boosted their attack by 2 stages using Swords Dance , Topsy-Turvy will reduce their Attack down to -2 stages. Similarly, if the opponent has used Draco Meteor (lowering their Special Attack), Topsy-Turvy will raise their Special Attack to +2 stages."
867,Torch Song,闪焰高歌,Fire,2,80,100,10,Raises user's Special Attack.
868,Torment,无理取闹,Dark,3,—,100,15,"Opponent cannot use the same move in a row. Z-Move effects When a Pokémon is holding Darkinium Z and uses its Z-Power, Torment turns into Z-Torment and raises Defense one stage, in addition to its usual effect as above."
869,Toxic,剧毒,Poison,3,—,90,10,"Toxic causes the target to be badly poisoned. Pokémon that are badly poisoned will lose an increasing amount of HP at the end of each turn. The affected Pokémon will lose 1 ⁄ 16 of its maximum HP at the end of the first turn, which then increases by 1 ⁄ 16 each turn. In other words, they lose 1 ⁄ 16 , 1 ⁄ 8 , 3 ⁄ 16 , 1 ⁄ 4 and so on. If used by a Poison-type Pokémon, Toxic will always hit, even if the target is in the invulnerable stage of Bounce , Dig , Dive , Fly , Phantom Force , Shadow Force or Sky Drop . Toxic doesn't affect Pokémon already carrying a major status ailment, Pokémon behind a Substitute nor Poison - or Steel -type Pokémon."
870,Toxic Spikes,毒菱,Poison,3,—,—,20,"Toxic Spikes lays a trap of poisonous spikes around the foe, which poison Pokémon switching in to the opposing field. If used more than once, incoming Pokémon will be badly poisoned. The spikes will not poison any raised Pokémon, nor does it affect Poison or Steel types, nor Pokémon with the abilities Immunity or Magic Guard . Raised Pokémon are any Flying types or those under the effects of Levitate , Magnet Rise or Telekinesis . Full details in glossary . Toxic Spikes can be cleared from the field by the moves Rapid Spin (around the user) or Defog (around the target). Poison type Pokémon (that are not raised) will absorb the spikes upon switching in, removing their effect."
871,Toxic Thread,毒丝,Poison,3,—,100,20,"Toxic Thread poisons the target, and lowers its Speed by one stage. Each effect still occurs if the other cannot, for example a Poison type Pokémon will still have its Speed reduced. Stats can be lowered to a minimum of -6 stages each."
872,Trailblaze,起草,Grass,1,50,100,20,Trailblaze deals damage and raises the user's speed by one stage.
873,Transform,变身,Normal,3,—,—,10,"User takes on the form and attacks of the opponent. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Transform turns into Z-Transform and fully restores the user's HP, in addition to its usual effect as above."
874,Tri Attack,三重攻击,Normal,2,80,100,10,"Tri Attack deals damage and has a 20% chance of paralyzing, burning or freezing the target - i.e. a 6.67% chance of each status condition. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. Ice type Pokémon, those with the ability Magma Armor or those behind a Substitute cannot be frozen."
875,Trick,戏法,Psychic,3,—,100,10,"Trick switches held items with the target. It does not require both Pokémon to be holding an item, in which case the item is simply given to the target or received from it. Switching items with wild Pokémon is permanent (received items are kept, given items are lost). All held items in Trainer battles and wi-fi/linked battles (including Battle Tower/Subway/Maison) are returned to their respective owners at the end of a battle. Pokemon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina ; Type Plates cannot be removed from Arceus ; Drives cannot be removed from Genesect ; and Mega Stones cannot be removed from their respective Pokémon."
876,Trick Room,戏法空间,Psychic,3,—,—,5,"Slower Pokémon move first in the turn for 5 turns. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Trick Room turns into Z-Trick Room and raises Accuracy one stage, in addition to its usual effect as above."
877,Trick-or-Treat,万圣夜,Ghost,3,—,100,20,Trick-or-Treat adds the Ghost type to the target. If the target is dual-typed they essentially become a triple-typed Pokémon. It fails if one of the Pokémon's types is already Ghost. If the target is under the effect of Forest's Curse the Grass type is replaced by Ghost.
878,Triple Arrows,三连箭,Fighting,1,90,100,10,"Triple Arrows deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ). It has a 50% chance of lowering the target's Defense by one stage, and has a 30% chance of causing the target to flinch (if the target has not yet moved). Stats can be lowered to a minimum of -6 stages each. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch."
879,Triple Axel,三旋击,Ice,1,20,90,10,A consecutive three-kick attack that becomes more powerful with each successful hit. Triple Axel is a tutor move available in The Isle of Armor DLC.
880,Triple Dive,三连钻,Water,1,30,95,10,Hits 3 times in a row.
881,Triple Kick,三连踢,Fighting,1,10,90,10,"Triple Kick deals damage and will strike three times, with each kick's base power increasing by 10. In other words the blows will be base power 10, 20 and 30 - a total of 60 . Each hit has its own accuracy check, and if one kick misses, the move ends. Therefore, the chances of it being successful for each number of hits (with normal Accuracy/Evasion) are 90%, 81% and 73% respectively. Each strike of Triple Kick is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage."
882,Trop Kick,热带踢,Grass,1,70,100,15,Trop Kick deals damage and lowers the target's Attack by one stage. Stats can be lowered to a minimum of -6 stages each.
883,Trump Card,王牌,Normal,2,—,∞,5,"PP left Power ≥ 4 40 3 50 2 60 1 80 0 200 Trump Card inflicts more damage when fewer PP are left, as per the table. The power is calculated based on the PP remaining after the move has been used; this is to account for the ability Pressure which deducts 2 PP for each move. If Trump Card is selected via a different move such as Metronome or Sleep Talk , it uses the PP of that move to determine the power."
884,Twin Beam,双光束,Psychic,2,40,100,10,Hits twice in one turn.
885,Twineedle,双针,Bug,1,25,100,20,"Twineedle deals damage and will strike twice (with 25 base power each time). It has a 20% chance of poisoning the target. Poison or Steel type Pokémon, those with the ability Immunity or those behind a Substitute cannot be poisoned. Each strike of Twineedle is treated like a separate attack: Each strike can get a critical hit independently. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage."
886,Twinkle Tackle,可爱星星飞天撞,Fairy,—,—,—,1,"Twinkle Tackle is the Fairy type Z-Move, introduced in Pokémon Sun/Moon."
887,Twister,龙卷风,Dragon,2,40,100,20,"Twister deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. Twister can hit Pokémon during the invulnerable stages of Bounce , Fly and Sky Drop - and in the case of Bounce and Fly , inflicts double damage."
888,U-turn,急速折返,Bug,1,70,100,20,"User switches out immediately after attacking. Z-Move effects When a Pokémon is holding Buginium Z and uses its Z-Power, U-turn turns into Savage Spin-Out and has base power 140 ."
889,Upper Hand,,Fighting,1,65,100,15,Strikes before a target's priority move.
890,Uproar,吵闹,Normal,2,90,100,10,"Uproar inflicts damage for 3 turns. During this time, no Pokémon on the field will be able to sleep, and any sleeping Pokémon will be woken up."
891,V-create,Ｖ热焰,Fire,1,180,95,5,"V-create deals damage but lowers the user's Defense, Special Defense and Speed by one stage each after attacking. Stats can be lowered to a minimum of -6 stages each."
892,Vacuum Wave,真空波,Fighting,2,40,100,30,"Vacuum Wave deals damage and has a priority of +1. Moves with a higher priority always go first, regardless of a Pokémon's speed. If two moves with the same priority are used, the faster Pokémon goes first as usual."
893,Veevee Volley,砰砰击破,Normal,1,—,∞,20,"Veevee Volley is an Eevee-exclusive Partner Power from Pokémon Let's Go. The power increases when Eevee's Friendship is higher (similar to Return ), up to a maximum base power of 102 . When a different Pokémon is in battle, Veevee Volley may be used to boost that Pokémon's stats."
894,Venom Drench,毒液陷阱,Poison,3,—,100,20,"If the target is poisoned, Venom Drench lowers its Attack, Special Attack and Speed by one stage each."
895,Venoshock,毒液冲击,Poison,2,65,100,10,"Inflicts double damage if the target is poisoned. Z-Move effects When a Pokémon is holding Poisonium Z and uses its Z-Power, Venoshock turns into Acid Downpour and has base power 120 ."
896,Victory Dance,胜利之舞,Fighting,3,—,—,10,"Victory Dance raises the user's Attack, Defense and Speed by one stage each. Stats can be raised to a maximum of +6 stages each."
897,Vine Whip,藤鞭,Grass,1,45,100,25,Vine Whip deals damage with no additional effect.
898,Vise Grip,夹住,Normal,1,55,100,30,Vise Grip deals damage with no additional effect.
899,Vital Throw,借力摔,Fighting,1,70,∞,10,"Vital Throw deals damage with lower priority, so most attacks will take place before it. Vital Throw ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage of Bounce , Dig , Dive , Fly , Phantom Force , Shadow Force or Sky Drop ."
